,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
800,"Secara fungsi sudah sangat baik. Tapi sedikit masukan untuk KAI, mohon diperketat pengawasan ketika boarding pass di stasiun. Pengalaman saya terakhir naik kereta api, tidak ada petugas ketika melakukan scan tiket. Jadi intinya sangat mudah bagi orang yg tidak bertiket untuk naik kereta. Dan tentu ini pengalaman yg kurang menyenangkan bagi calon penumpang yang telah jujur dalam bertansaksi. Terimakasih.",secara fungsi sudah sangat baik tapi sedikit masukan untuk kai mohon diperketat pengawasan ketika boarding pass di stasiun pengalaman saya terakhir naik kereta api tidak ada petugas ketika melakukan scan tiket jadi intinya sangat mudah bagi orang yg tidak bertiket untuk naik kereta dan tentu ini pengalaman yg kurang menyenangkan bagi calon penumpang yang telah jujur dalam bertansaksi terimakasih,cara fungsi sudah sangat baik tapi sedikit masuk untuk kai mohon ketat awas ketika boarding pass di stasiun alam saya akhir naik kereta api tidak ada tugas ketika laku scan tiket jadi inti sangat mudah bagi orang yang tidak tiket untuk naik kereta dan tentu ini alam yang kurang senang bagi calon tumpang yang telah jujur dalam bertansaksi terimakasih,fungsi masuk kai mohon ketat awas boarding pass stasiun alam kereta api tugas laku scan tiket inti mudah orang tiket kereta alam senang calon tumpang jujur bertansaksi terimakasih,"['fungsi', 'masuk', 'kai', 'mohon', 'ketat', 'awas', 'boarding', 'pass', 'stasiun', 'alam', 'kereta', 'api', 'tugas', 'laku', 'scan', 'tiket', 'inti', 'mudah', 'orang', 'tiket', 'kereta', 'alam', 'senang', 'calon', 'tumpang', 'jujur', 'bertansaksi', 'terimakasih']",2,positive
801,"Tujuan dari aplikasi ini sebenarnya bagus,saya sangat terbantu dalam pemesanan tiket karena saya termasuk penumpang rutin dari transportasi kereta api. kecewanya saya adalah sering sekali setiap akan melakukan pemesanan tiket akan muncul kalimat ""server sedang sibuk.cobalah beberapa saat lagi atau restart aplikasi"" yang artinya saya belum bisa melakukan pemesanan tiket.tentu saja hal ini membuat tidak nyaman kita sebagai pengguna aplikasi ini.mohon perbaikannya dan terimakasih.",tujuan dari aplikasi ini sebenarnya bagus saya sangat terbantu dalam pemesanan tiket karena saya termasuk penumpang rutin dari transportasi kereta api kecewanya saya adalah sering sekali setiap akan melakukan pemesanan tiket akan muncul kalimat server sedang sibuk cobalah beberapa saat lagi atau restart aplikasi yang artinya saya belum bisa melakukan pemesanan tiket tentu saja hal ini membuat tidak nyaman kita sebagai pengguna aplikasi ini mohon perbaikannya dan terimakasih,tuju dari aplikasi ini benar bagus saya sangat bantu dalam mesan tiket karena saya masuk tumpang rutin dari transportasi kereta api kecewa saya adalah sering sekali tiap akan laku mesan tiket akan muncul kalimat server sedang sibuk coba beberapa saat lagi atau restart aplikasi yang arti saya belum bisa laku mesan tiket tentu saja hal ini buat tidak nyaman kita bagai guna aplikasi ini mohon baik dan terimakasih,tuju aplikasi bagus bantu mesan tiket masuk tumpang rutin transportasi kereta api kecewa laku mesan tiket muncul kalimat server sibuk coba restart aplikasi arti laku mesan tiket hal nyaman aplikasi mohon terimakasih,"['tuju', 'aplikasi', 'bagus', 'bantu', 'mesan', 'tiket', 'masuk', 'tumpang', 'rutin', 'transportasi', 'kereta', 'api', 'kecewa', 'laku', 'mesan', 'tiket', 'muncul', 'kalimat', 'server', 'sibuk', 'coba', 'restart', 'aplikasi', 'arti', 'laku', 'mesan', 'tiket', 'hal', 'nyaman', 'aplikasi', 'mohon', 'terimakasih']",2,positive
802,"Aplikasi paling menyusahkan yang pernah aku pakek, itu pun terpaksa dan klo gak pakek aplikasi ini harus pesan tiket di stasiun dengan ketentuan harus 3 jam sebelum keberangkatan. Dan sekarang udah tak update suruh daftar lagi, udah daftar ternyata tak bisa aktifasi. Udah aku ganti emailnya yang baru tetep gak bisa. Mohon tingkatkan lagi agar tidak eror, dan dapat digunakan dengan mudah. Untuk kalian yang mau akses jangan nyesel kalo gak bisa karena udah terbukti banyak yang kecewa, 🙏🏻 maaf",aplikasi paling menyusahkan yang pernah aku pakek itu pun terpaksa dan klo gak pakek aplikasi ini harus pesan tiket di stasiun dengan ketentuan harus jam sebelum keberangkatan dan sekarang udah tak update suruh daftar lagi udah daftar ternyata tak bisa aktifasi udah aku ganti emailnya yang baru tetep gak bisa mohon tingkatkan lagi agar tidak eror dan dapat digunakan dengan mudah untuk kalian yang mau akses jangan nyesel kalo gak bisa karena udah terbukti banyak yang kecewa maaf,aplikasi paling susah yang pernah aku pakai itu pun paksa dan kalau tidak pakai aplikasi ini harus pesan tiket di stasiun dengan tentu harus jam belum berangkat dan sekarang sudah tidak perbarui suruh daftar lagi sudah daftar nyata tidak bisa aktifasi sudah aku ganti email yang baru tetep tidak bisa mohon tingkat lagi agar tidak eror dan dapat guna dengan mudah untuk kalian yang mau akses jangan nyesel kalau tidak bisa karena sudah bukti banyak yang kecewa maaf,aplikasi susah pakai paksa pakai aplikasi pesan tiket stasiun jam berangkat perbarui suruh daftar daftar nyata aktifasi ganti email tetep mohon tingkat eror mudah akses nyesel bukti kecewa maaf,"['aplikasi', 'susah', 'pakai', 'paksa', 'pakai', 'aplikasi', 'pesan', 'tiket', 'stasiun', 'jam', 'berangkat', 'perbarui', 'suruh', 'daftar', 'daftar', 'nyata', 'aktifasi', 'ganti', 'email', 'tetep', 'mohon', 'tingkat', 'eror', 'mudah', 'akses', 'nyesel', 'bukti', 'kecewa', 'maaf']",-3,negative
804,"Aplikasinya bagus,jadi tau jadwal dan sisa kereta yang masih ada,tapi sayang ga bisa milih kursi.tiap mau pilih kursi pasti keluar tulisan,server sedang sibuk,atau silahkan restart ulamg aplikasi.Udah restart aplikasi,tetep aja saat pemesanan tiket ga bisa milih kursi",aplikasinya bagus jadi tau jadwal dan sisa kereta yang masih ada tapi sayang ga bisa milih kursi tiap mau pilih kursi pasti keluar tulisan server sedang sibuk atau silahkan restart ulamg aplikasi udah restart aplikasi tetep aja saat pemesanan tiket ga bisa milih kursi,aplikasi bagus jadi tahu jadwal dan sisa kereta yang masih ada tapi sayang tidak bisa milih kursi tiap mau pilih kursi pasti keluar tulis server sedang sibuk atau silah restart ulamg aplikasi sudah restart aplikasi tetep saja saat mesan tiket tidak bisa milih kursi,aplikasi bagus jadwal sisa kereta sayang kursi pilih kursi tulis server sibuk silah restart ulamg aplikasi restart aplikasi tetep mesan tiket kursi,"['aplikasi', 'bagus', 'jadwal', 'sisa', 'kereta', 'sayang', 'kursi', 'pilih', 'kursi', 'tulis', 'server', 'sibuk', 'silah', 'restart', 'ulamg', 'aplikasi', 'restart', 'aplikasi', 'tetep', 'mesan', 'tiket', 'kursi']",3,positive
805,"Kecewa dengan KAI Access. Saat booking tiket nama pemesan otomatis menjadi daftar penumpang (tidak bisa dihilangkan), padahal hanya ingin memesan tiket utk orang tua (sy tidak ikut berangkat). Tidak bisa memilih tempat duduk juga. Aplikasi ini ribet, tidak seperti trav*l*ka yg lebih fleksibel.",kecewa dengan kai access saat booking tiket nama pemesan otomatis menjadi daftar penumpang tidak bisa dihilangkan padahal hanya ingin memesan tiket utk orang tua sy tidak ikut berangkat tidak bisa memilih tempat duduk juga aplikasi ini ribet tidak seperti trav l ka yg lebih fleksibel,kecewa dengan kai access saat pesan tiket nama mes otomatis jadi daftar tumpang tidak bisa hilang padahal hanya ingin mes tiket untuk orang tua saya tidak ikut berangkat tidak bisa pilih tempat duduk juga aplikasi ini ribet tidak seperti trav l kakak yang lebih fleksibel,kecewa kai access pesan tiket nama mes otomatis daftar tumpang hilang mes tiket orang tua berangkat pilih duduk aplikasi ribet trav kakak fleksibel,"['kecewa', 'kai', 'access', 'pesan', 'tiket', 'nama', 'mes', 'otomatis', 'daftar', 'tumpang', 'hilang', 'mes', 'tiket', 'orang', 'tua', 'berangkat', 'pilih', 'duduk', 'aplikasi', 'ribet', 'trav', 'kakak', 'fleksibel']",-2,negative
806,"Kok sering error ya aplikasinya :( sudah saya coba uninstall trs download lagi juga gabisa.Sekarang untuk KA lokal pembelian tiket di stasiun hanya bisa go show (3 jam sebelum keberangkatan) lah kalo mau pesan jauh hari via online gini juga error. Terus gimana dong? Tolong PT KAI perbaiki nih, ini gak malah mempermudah malah mempersusah.",kok sering error ya aplikasinya sudah saya coba uninstall trs download lagi juga gabisa sekarang untuk ka lokal pembelian tiket di stasiun hanya bisa go show jam sebelum keberangkatan lah kalo mau pesan jauh hari via online gini juga error terus gimana dong tolong pt kai perbaiki nih ini gak malah mempermudah malah mempersusah,kok sering error iya aplikasi sudah saya coba uninstall terus download lagi juga tidak bisa sekarang untuk kakak lokal beli tiket di stasiun hanya bisa go show jam belum berangkat lah kalau mau pesan jauh hari via online gin juga error terus bagaimana dong tolong pt kai baik ini ini tidak bahkan mudah bahkan susah,error aplikasi coba uninstall download kakak lokal beli tiket stasiun show jam berangkat pesan online error tolong kai mudah susah,"['error', 'aplikasi', 'coba', 'uninstall', 'download', 'kakak', 'lokal', 'beli', 'tiket', 'stasiun', 'show', 'jam', 'berangkat', 'pesan', 'online', 'error', 'tolong', 'kai', 'mudah', 'susah']",-3,negative
807,"Saya pakai wifi dengan jaringan yang cukup cepat, tapi waktu melakukan pemesanan tiket lemot banget aplikasinya bahkan ada gambar yang eror, mau download qr code cuman muter di close malah ilang ga bisa dicek lagi, jadi harus pesen ulang.",saya pakai wifi dengan jaringan yang cukup cepat tapi waktu melakukan pemesanan tiket lemot banget aplikasinya bahkan ada gambar yang eror mau download qr code cuman muter di close malah ilang ga bisa dicek lagi jadi harus pesen ulang,saya pakai wifi dengan jaring yang cukup cepat tapi waktu laku mesan tiket lambat banget aplikasi bahkan ada gambar yang eror mau download qr code Cuma muter di close bahkan hilang tidak bisa cek lagi jadi harus pesan ulang,pakai wifi jaring cepat laku mesan tiket lambat aplikasi gambar eror download code muter close hilang cek pesan ulang,"['pakai', 'wifi', 'jaring', 'cepat', 'laku', 'mesan', 'tiket', 'lambat', 'aplikasi', 'gambar', 'eror', 'download', 'code', 'muter', 'close', 'hilang', 'cek', 'pesan', 'ulang']",-2,negative
808,"Aplikasi ini perlu dibenahi sistem pembayarannya! Sdh ikut aturan utk pembayaran hanya menggunakan sejenis LinkAja, tp saat melakukan pembayaran yg batas waktunya sdh habis, harusnya pembayaran di tolak. Karena expaired dan harus melakukan pemesanan ulang, tp ini tidak. Pembayaran diproses dan berhasil meski batas waktu habis, masalahnya di aplikasi KAIAccess pembayaran tersebut tdk berlaku, sebab tdk dapat tiket dr pesanan tersebut, alhasil sya harus pesan ulang, bayar double dpt 1 tiket.",aplikasi ini perlu dibenahi sistem pembayarannya sdh ikut aturan utk pembayaran hanya menggunakan sejenis linkaja tp saat melakukan pembayaran yg batas waktunya sdh habis harusnya pembayaran di tolak karena expaired dan harus melakukan pemesanan ulang tp ini tidak pembayaran diproses dan berhasil meski batas waktu habis masalahnya di aplikasi kaiaccess pembayaran tersebut tdk berlaku sebab tdk dapat tiket dr pesanan tersebut alhasil sya harus pesan ulang bayar double dpt tiket,aplikasi ini perlu benah sistem bayar sudah ikut atur untuk bayar hanya guna jenis linkaja tapi saat laku bayar yang batas waktu sudah habis harus bayar di tolak karena expaired dan harus laku mesan ulang tapi ini tidak bayar proses dan hasil meski batas waktu habis masalah di aplikasi kaiaccess bayar sebut tidak laku sebab tidak dapat tiket dari pesan sebut alhasil saya harus pesan ulang bayar double dapat tiket,aplikasi benah sistem bayar atur bayar jenis linkaja laku bayar batas habis bayar tolak expaired laku mesan ulang bayar proses hasil batas habis aplikasi kaiaccess bayar laku tiket pesan pesan ulang bayar double tiket,"['aplikasi', 'benah', 'sistem', 'bayar', 'atur', 'bayar', 'jenis', 'linkaja', 'laku', 'bayar', 'batas', 'habis', 'bayar', 'tolak', 'expaired', 'laku', 'mesan', 'ulang', 'bayar', 'proses', 'hasil', 'batas', 'habis', 'aplikasi', 'kaiaccess', 'bayar', 'laku', 'tiket', 'pesan', 'pesan', 'ulang', 'bayar', 'double', 'tiket']",1,positive
809,Makin lamaa... Ini beli tiket jam 00 00 bukan tanpa tujuan ya.. selalu aja terjadi kesalahan,makin lamaa ini beli tiket jam bukan tanpa tujuan ya selalu aja terjadi kesalahan,makin lambat ini beli tiket jam bukan tanpa tuju iya selalu saja jadi salah,lambat beli tiket jam tuju salah,"['lambat', 'beli', 'tiket', 'jam', 'tuju', 'salah']",-2,negative
811,"Abis pesen tiket h-30 ada update kai access, setelah di update terus login tiket yang sudah dipesen gak otomatis muncul, untung sebelum update udah di screenshot tiketnya. Tolong untuk update selanjutnya, setelah update-> login-> tiket pemesanannya udah otomatis ada di apk dan gak perlu nyari lagi. Kasian yang awam (yang belum dibackup tiketnya) nanti malah bingung kemana tiketnya. Bintangnya 2 dulu ya gengs. Thanks",abis pesen tiket h ada update kai access setelah di update terus login tiket yang sudah dipesen gak otomatis muncul untung sebelum update udah di screenshot tiketnya tolong untuk update selanjutnya setelah update login tiket pemesanannya udah otomatis ada di apk dan gak perlu nyari lagi kasian yang awam yang belum dibackup tiketnya nanti malah bingung kemana tiketnya bintangnya dulu ya gengs thanks,habis pesan tiket h ada perbarui kai access telah di perbarui terus login tiket yang sudah pesan tidak otomatis muncul untung belum perbarui sudah di screenshot tiket tolong untuk perbarui lanjut telah perbarui login tiket mesan sudah otomatis ada di aplikasi dan tidak perlu mencari lagi kasi yang awam yang belum dibackup tiket nanti bahkan bingung mana tiket bintang dulu iya gengs terima kasih,habis pesan tiket perbarui kai access perbarui login tiket pesan otomatis muncul untung perbarui screenshot tiket tolong perbarui perbarui login tiket mesan otomatis aplikasi mencari kasi awam dibackup tiket bingung tiket bintang gengs terima kasih,"['habis', 'pesan', 'tiket', 'perbarui', 'kai', 'access', 'perbarui', 'login', 'tiket', 'pesan', 'otomatis', 'muncul', 'untung', 'perbarui', 'screenshot', 'tiket', 'tolong', 'perbarui', 'perbarui', 'login', 'tiket', 'mesan', 'otomatis', 'aplikasi', 'mencari', 'kasi', 'awam', 'dibackup', 'tiket', 'bingung', 'tiket', 'bintang', 'gengs', 'terima', 'kasih']",1,positive
812,"Tolong dong diperbaiki,sdh punya akun ga bisa masuk, ktnya email belum terdaftar, di coba daftar lagi ktnya email sdh terdaftar dan digunakan, muter muter gitu aja terus, udh ganti pake email lain juga sama ga bisa masuk, padahal sebelum update ke versi terbaru aman aman aja. Kalau jadi tambah repot gini jdnya mending beli tiket di aplikasi sebelah, wlpun beda seperak dua perak ga masalah yg penting lancar",tolong dong diperbaiki sdh punya akun ga bisa masuk ktnya email belum terdaftar di coba daftar lagi ktnya email sdh terdaftar dan digunakan muter muter gitu aja terus udh ganti pake email lain juga sama ga bisa masuk padahal sebelum update ke versi terbaru aman aman aja kalau jadi tambah repot gini jdnya mending beli tiket di aplikasi sebelah wlpun beda seperak dua perak ga masalah yg penting lancar,tolong dong baik sudah punya akun tidak bisa masuk ktnya email belum daftar di coba daftar lagi ktnya email sudah daftar dan guna muter muter begitu saja terus sudah ganti pakai email lain juga sama tidak bisa masuk padahal belum perbarui ke versi baru aman aman saja kalau jadi tambah repot gin jdnya lebih baik beli tiket di aplikasi belah wlpun beda perak dua perak tidak masalah yang penting lancar,tolong akun masuk ktnya email daftar coba daftar ktnya email daftar muter muter ganti pakai email masuk perbarui versi aman aman repot jdnya beli tiket aplikasi belah wlpun beda perak perak lancar,"['tolong', 'akun', 'masuk', 'ktnya', 'email', 'daftar', 'coba', 'daftar', 'ktnya', 'email', 'daftar', 'muter', 'muter', 'ganti', 'pakai', 'email', 'masuk', 'perbarui', 'versi', 'aman', 'aman', 'repot', 'jdnya', 'beli', 'tiket', 'aplikasi', 'belah', 'wlpun', 'beda', 'perak', 'perak', 'lancar']",2,positive
813,"Aplikasi macam apa ini? mau liat liat jadwal dan pesen tiket gak bisa karena timeout. Padahal sudah pake wifi, jaringan lancar jaya, buka aplikasi yang lain bisa, kenapa kalo app kai malah sering error. Sebenernya semakin di update semakin baik. Ayolah diperbaiki sistemnya agar orang orang yang mau beli tiket bisa menggunakan aplikasi ini.",aplikasi macam apa ini mau liat liat jadwal dan pesen tiket gak bisa karena timeout padahal sudah pake wifi jaringan lancar jaya buka aplikasi yang lain bisa kenapa kalo app kai malah sering error sebenernya semakin di update semakin baik ayolah diperbaiki sistemnya agar orang orang yang mau beli tiket bisa menggunakan aplikasi ini,aplikasi macam apa ini mau lihat lihat jadwal dan pesan tiket tidak bisa karena timeout padahal sudah pakai wifi jaring lancar jaya buka aplikasi yang lain bisa kenapa kalau aplikasi kai bahkan sering error sebenernya makin di perbarui makin baik ayo baik sistem agar orang orang yang mau beli tiket bisa guna aplikasi ini,aplikasi lihat lihat jadwal pesan tiket timeout pakai wifi jaring lancar jaya buka aplikasi aplikasi kai error perbarui ayo sistem orang orang beli tiket aplikasi,"['aplikasi', 'lihat', 'lihat', 'jadwal', 'pesan', 'tiket', 'timeout', 'pakai', 'wifi', 'jaring', 'lancar', 'jaya', 'buka', 'aplikasi', 'aplikasi', 'kai', 'error', 'perbarui', 'ayo', 'sistem', 'orang', 'orang', 'beli', 'tiket', 'aplikasi']",1,positive
814,"Gimana sistem nya error terus, jadi gak bisa pesen tiket,, coba login saja gak bisa padahal sinyal kuat 4G,, Males jadi nya make aplikasi ini lagi, udah di download unistal trus download lagi malah sama error gakbisa pesen tiket gak bisa login.!!! KECEWA,!!! Tolong Perbaiki sitem error nya",gimana sistem nya error terus jadi gak bisa pesen tiket coba login saja gak bisa padahal sinyal kuat g males jadi nya make aplikasi ini lagi udah di download unistal trus download lagi malah sama error gakbisa pesen tiket gak bisa login kecewa tolong perbaiki sitem error nya,bagaimana sistem nya error terus jadi tidak bisa pesan tiket coba login saja tidak bisa padahal sinyal kuat g malas jadi nya make aplikasi ini lagi sudah di download unistal terus download lagi bahkan sama error gakbisa pesan tiket tidak bisa login kecewa tolong baik sitem error nya,sistem error pesan tiket coba login sinyal kuat malas make aplikasi download unistal download error gakbisa pesan tiket login kecewa tolong sitem error,"['sistem', 'error', 'pesan', 'tiket', 'coba', 'login', 'sinyal', 'kuat', 'malas', 'make', 'aplikasi', 'download', 'unistal', 'download', 'error', 'gakbisa', 'pesan', 'tiket', 'login', 'kecewa', 'tolong', 'sitem', 'error']",-4,negative
